wings,tenders,fries_reg,fries_large,veggies,dips,drinks,flavours,date,menu_item,quantity,is_event_day,is_weekend
30,0,0,2,2,4,4,4,2024-01-08,15pc Meal for 2,2,1,0
30,0,0,2,2,4,4,4,2024-01-08,15pc Meal for 2,2,1,0
12,0,2,0,0,2,2,4,2024-01-08,6pc Wing Combo,2,1,0
0,3,1,0,0,1,1,1,2024-01-08,3pc Tender Combo,1,1,0
0,3,1,0,0,1,1,1,2024-01-08,3pc Tender Combo,1,1,0
24,0,0,1,1,3,0,3,2024-01-08,24pc Family Pack,1,1,0
20,0,0,0,0,0,0,3,2024-01-08,20 Wings,1,1,0
16,0,2,0,0,2,2,4,2024-01-08,8pc Wing Combo,2,1,0
45,0,0,3,3,6,6,6,2024-01-08,15pc Meal for 2,3,1,0
15,0,0,1,1,2,2,2,2024-01-08,15pc Meal for 2,1,1,0
6,0,1,0,0,1,1,2,2024-01-08,6pc Wing Combo,1,1,0
100,0,0,4,4,8,0,8,2024-01-08,50pc Party Pack,2,1,0
0,24,0,3,3,6,6,6,2024-01-08,8pc Tender Meal for 2,3,1,0
300,0,0,12,12,24,0,18,2024-01-08,100pc Pack,3,1,0
16,0,2,0,0,2,2,4,2024-01-08,8pc Wing Combo,2,1,0
48,0,0,2,2,6,0,6,2024-01-08,24pc Family Pack,2,1,0
18,0,3,0,0,3,3,6,2024-01-08,6pc Wing Combo,3,1,0
15,0,0,0,0,0,0,2,2024-01-08,15 Wings,1,1,0
18,0,3,0,0,3,3,6,2024-01-08,6pc Wing Combo,3,1,0
0,10,2,0,0,2,2,2,2024-01-08,5pc Tender Combo,2,1,0
20,0,0,0,0,0,0,3,2024-01-09,20 Wings,1,0,0
0,15,3,0,0,3,3,3,2024-01-09,5pc Tender Combo,3,0,0
10,0,1,0,0,1,1,2,2024-01-09,10pc Wing Combo,1,0,0
150,0,0,6,6,12,0,10,2024-01-09,75pc Pack,2,0,0
30,0,0,2,2,4,4,4,2024-01-09,15pc Meal for 2,2,0,0
60,0,0,0,0,0,0,6,2024-01-09,30 Wings,2,0,0
6,0,1,0,0,1,1,2,2024-01-09,6pc Wing Combo,1,0,0
20,0,2,0,0,2,2,4,2024-01-09,10pc Wing Combo,2,0,0
72,0,0,3,3,9,0,9,2024-01-09,24pc Family Pack,3,0,0
150,0,0,6,6,12,0,12,2024-01-09,50pc Party Pack,3,0,0
15,0,0,0,0,0,0,2,2024-01-09,15 Wings,1,0,0
18,0,3,0,0,3,3,6,2024-01-09,6pc Wing Combo,3,0,0
30,0,0,0,0,0,0,6,2024-01-09,10 Wings,3,0,0
6,0,1,0,0,1,1,2,2024-01-09,6pc Wing Combo,1,0,0
30,0,0,0,0,0,0,4,2024-01-09,15 Wings,2,0,0
12,0,2,0,0,2,2,4,2024-01-09,6pc Wing Combo,2,0,0
12,0,2,0,0,2,2,4,2024-01-09,6pc Wing Combo,2,0,0
0,8,0,1,1,2,2,2,2024-01-09,8pc Tender Meal for 2,1,0,0
48,18,0,3,0,9,0,12,2024-01-09,Game Night Bundle,3,0,0
40,0,0,0,0,0,0,6,2024-01-09,20 Wings,2,0,0
0,6,2,0,0,2,2,2,2024-01-09,3pc Tender Combo,2,0,0
30,0,0,0,0,0,0,3,2024-01-09,30 Wings,1,0,0
12,0,2,0,0,2,2,4,2024-01-09,6pc Wing Combo,2,0,0
100,0,0,0,0,0,0,6,2024-01-09,100 Wings,1,0,0
225,0,0,9,9,18,0,15,2024-01-09,75pc Pack,3,0,0
0,16,0,1,1,3,0,3,2024-01-09,16pc Tender Pack,1,0,0
10,0,0,0,0,0,0,2,2024-01-09,10 Wings,1,0,0
0,16,0,1,1,3,0,3,2024-01-09,16pc Tender Pack,1,0,0
0,3,1,0,0,1,1,1,2024-01-09,3pc Tender Combo,1,0,0
150,0,0,6,6,12,0,12,2024-01-09,50pc Party Pack,3,0,0
45,0,0,0,0,0,0,6,2024-01-09,15 Wings,3,0,0
20,0,2,0,0,2,2,4,2024-01-09,10pc Wing Combo,2,0,0
225,0,0,0,0,0,0,15,2024-01-09,75 Wings,3,0,0
0,24,0,3,3,6,6,6,2024-01-09,8pc Tender Meal for 2,3,0,0
16,0,2,0,0,2,2,4,2024-01-09,8pc Wing Combo,2,0,0
45,0,0,0,0,0,0,6,2024-01-10,15 Wings,3,0,0
150,0,0,0,0,0,0,10,2024-01-10,75 Wings,2,0,0
16,0,2,0,0,2,2,4,2024-01-10,8pc Wing Combo,2,0,0
0,48,0,3,3,9,0,9,2024-01-10,16pc Tender Pack,3,0,0
90,0,0,0,0,0,0,9,2024-01-10,30 Wings,3,0,0
24,0,3,0,0,3,3,6,2024-01-10,8pc Wing Combo,3,0,0
12,0,2,0,0,2,2,4,2024-01-10,6pc Wing Combo,2,0,0
0,48,0,3,3,9,0,9,2024-01-10,16pc Tender Pack,3,0,0
0,9,3,0,0,3,3,3,2024-01-10,3pc Tender Combo,3,0,0
15,0,0,0,0,0,0,2,2024-01-10,15 Wings,1,0,0
8,0,1,0,0,1,1,2,2024-01-10,8pc Wing Combo,1,0,0
20,0,0,0,0,0,0,4,2024-01-10,10 Wings,2,0,0
30,0,3,0,0,3,3,6,2024-01-10,10pc Wing Combo,3,0,0
24,0,3,0,0,3,3,6,2024-01-10,8pc Wing Combo,3,0,0
8,0,1,0,0,1,1,2,2024-01-10,8pc Wing Combo,1,0,0
20,0,0,0,0,0,0,4,2024-01-10,10 Wings,2,0,0
0,8,0,1,1,2,2,2,2024-01-10,8pc Tender Meal for 2,1,0,0
0,3,1,0,0,1,1,1,2024-01-10,3pc Tender Combo,1,0,0
24,0,0,1,1,3,0,3,2024-01-10,24pc Family Pack,1,0,0
15,0,0,0,0,0,0,2,2024-01-10,15 Wings,1,0,0
72,0,0,3,3,9,0,9,2024-01-10,24pc Family Pack,3,0,0
30,0,0,0,0,0,0,6,2024-01-10,10 Wings,3,0,0
30,0,0,1,1,3,0,3,2024-01-10,30pc Crew Pack,1,0,0
48,0,0,2,2,6,0,6,2024-01-10,24pc Family Pack,2,0,0
100,0,0,4,4,8,0,8,2024-01-10,50pc Party Pack,2,0,0
30,0,0,2,2,4,4,4,2024-01-10,15pc Meal for 2,2,0,0
0,32,0,2,2,6,0,6,2024-01-10,16pc Tender Pack,2,0,0
75,0,0,3,3,6,0,5,2024-01-10,75pc Pack,1,0,0
30,0,3,0,0,3,3,6,2024-01-10,10pc Wing Combo,3,0,0
40,0,0,0,0,0,0,6,2024-01-10,20 Wings,2,0,0
24,0,0,1,1,3,0,3,2024-01-10,24pc Family Pack,1,0,0
0,6,2,0,0,2,2,2,2024-01-10,3pc Tender Combo,2,0,0
40,0,0,0,0,0,0,6,2024-01-10,20 Wings,2,0,0
0,5,1,0,0,1,1,1,2024-01-10,5pc Tender Combo,1,0,0
150,0,0,6,6,12,0,12,2024-01-11,50pc Party Pack,3,0,0
0,5,1,0,0,1,1,1,2024-01-11,5pc Tender Combo,1,0,0
150,0,0,6,6,12,0,10,2024-01-11,75pc Pack,2,0,0
0,3,1,0,0,1,1,1,2024-01-11,3pc Tender Combo,1,0,0
100,0,0,4,4,8,0,8,2024-01-11,50pc Party Pack,2,0,0
72,0,0,3,3,9,0,9,2024-01-11,24pc Family Pack,3,0,0
0,72,0,6,6,12,0,12,2024-01-11,24pc Tender Pack,3,0,0
6,0,1,0,0,1,1,2,2024-01-11,6pc Wing Combo,1,0,0
0,10,2,0,0,2,2,2,2024-01-11,5pc Tender Combo,2,0,0
0,3,1,0,0,1,1,1,2024-01-11,3pc Tender Combo,1,0,0
0,8,0,1,1,2,2,2,2024-01-11,8pc Tender Meal for 2,1,0,0
0,10,2,0,0,2,2,2,2024-01-11,5pc Tender Combo,2,0,0
20,0,0,0,0,0,0,4,2024-01-11,10 Wings,2,0,0
100,0,0,0,0,0,0,8,2024-01-11,50 Wings,2,0,0
45,0,0,3,3,6,6,6,2024-01-11,15pc Meal for 2,3,0,0
10,0,1,0,0,1,1,2,2024-01-11,10pc Wing Combo,1,0,0
30,0,0,1,1,3,0,3,2024-01-11,30pc Crew Pack,1,0,0
30,0,3,0,0,3,3,6,2024-01-11,10pc Wing Combo,3,0,0
0,10,2,0,0,2,2,2,2024-01-11,5pc Tender Combo,2,0,0
60,0,0,0,0,0,0,9,2024-01-11,20 Wings,3,0,0
24,0,3,0,0,3,3,6,2024-01-11,8pc Wing Combo,3,0,0
18,0,3,0,0,3,3,6,2024-01-11,6pc Wing Combo,3,0,0
10,0,1,0,0,1,1,2,2024-01-11,10pc Wing Combo,1,0,0
0,48,0,3,3,9,0,9,2024-01-11,16pc Tender Pack,3,0,0
0,3,1,0,0,1,1,1,2024-01-11,3pc Tender Combo,1,0,0
6,0,1,0,0,1,1,2,2024-01-11,6pc Wing Combo,1,0,0
30,0,0,0,0,0,0,3,2024-01-11,30 Wings,1,0,0
20,0,0,0,0,0,0,4,2024-01-11,10 Wings,2,0,0
6,0,1,0,0,1,1,2,2024-01-11,6pc Wing Combo,1,0,0
0,5,1,0,0,1,1,1,2024-01-11,5pc Tender Combo,1,0,0
0,48,0,4,4,8,0,8,2024-01-11,24pc Tender Pack,2,0,0
24,0,0,1,1,3,0,3,2024-01-11,24pc Family Pack,1,0,0
18,0,3,0,0,3,3,6,2024-01-11,6pc Wing Combo,3,0,0
90,0,0,0,0,0,0,9,2024-01-12,30 Wings,3,0,0
150,0,0,6,6,12,0,12,2024-01-12,50pc Party Pack,3,0,0
50,0,0,2,2,4,0,4,2024-01-12,50pc Party Pack,1,0,0
30,0,0,0,0,0,0,3,2024-01-12,30 Wings,1,0,0
0,9,3,0,0,3,3,3,2024-01-12,3pc Tender Combo,3,0,0
18,0,3,0,0,3,3,6,2024-01-12,6pc Wing Combo,3,0,0
60,0,0,0,0,0,0,9,2024-01-12,20 Wings,3,0,0
20,0,2,0,0,2,2,4,2024-01-12,10pc Wing Combo,2,0,0
0,6,2,0,0,2,2,2,2024-01-12,3pc Tender Combo,2,0,0
24,0,3,0,0,3,3,6,2024-01-12,8pc Wing Combo,3,0,0
12,0,2,0,0,2,2,4,2024-01-12,6pc Wing Combo,2,0,0
30,0,0,2,2,4,4,4,2024-01-12,15pc Meal for 2,2,0,0
10,0,0,0,0,0,0,2,2024-01-12,10 Wings,1,0,0
30,0,3,0,0,3,3,6,2024-01-12,10pc Wing Combo,3,0,0
30,0,3,0,0,3,3,6,2024-01-12,10pc Wing Combo,3,0,0
20,0,2,0,0,2,2,4,2024-01-12,10pc Wing Combo,2,0,0
300,0,0,12,12,24,0,18,2024-01-12,100pc Pack,3,0,0
100,0,0,0,0,0,0,6,2024-01-12,100 Wings,1,0,0
50,0,0,2,2,4,0,4,2024-01-12,50pc Party Pack,1,0,0
0,3,1,0,0,1,1,1,2024-01-12,3pc Tender Combo,1,0,0
45,0,0,0,0,0,0,6,2024-01-12,15 Wings,3,0,0
0,9,3,0,0,3,3,3,2024-01-12,3pc Tender Combo,3,0,0
24,0,3,0,0,3,3,6,2024-01-12,8pc Wing Combo,3,0,0
45,0,0,3,3,6,6,6,2024-01-12,15pc Meal for 2,3,0,0
45,0,0,3,3,6,6,6,2024-01-12,15pc Meal for 2,3,0,0
24,0,0,1,1,3,0,3,2024-01-12,24pc Family Pack,1,0,0
60,0,0,2,2,6,0,6,2024-01-12,30pc Crew Pack,2,0,0
10,0,0,0,0,0,0,2,2024-01-12,10 Wings,1,0,0
45,0,0,3,3,6,6,6,2024-01-12,15pc Meal for 2,3,0,0
50,0,0,2,2,4,0,4,2024-01-12,50pc Party Pack,1,0,0
0,15,3,0,0,3,3,3,2024-01-12,5pc Tender Combo,3,0,0
72,0,0,3,3,9,0,9,2024-01-12,24pc Family Pack,3,0,0
15,0,0,0,0,0,0,2,2024-01-12,15 Wings,1,0,0
0,9,3,0,0,3,3,3,2024-01-12,3pc Tender Combo,3,0,0
30,0,0,2,2,4,4,4,2024-01-12,15pc Meal for 2,2,0,0
0,24,0,3,3,6,6,6,2024-01-12,8pc Tender Meal for 2,3,0,0
0,6,2,0,0,2,2,2,2024-01-12,3pc Tender Combo,2,0,0
0,6,2,0,0,2,2,2,2024-01-12,3pc Tender Combo,2,0,0
150,0,0,6,6,12,0,12,2024-01-12,50pc Party Pack,3,0,0
75,0,0,3,3,6,0,5,2024-01-12,75pc Pack,1,0,0
40,0,0,0,0,0,0,6,2024-01-13,20 Wings,2,0,1
12,0,2,0,0,2,2,4,2024-01-13,6pc Wing Combo,2,0,1
12,0,2,0,0,2,2,4,2024-01-13,6pc Wing Combo,2,0,1
20,0,2,0,0,2,2,4,2024-01-13,10pc Wing Combo,2,0,1
18,0,3,0,0,3,3,6,2024-01-13,6pc Wing Combo,3,0,1
8,0,1,0,0,1,1,2,2024-01-13,8pc Wing Combo,1,0,1
0,9,3,0,0,3,3,3,2024-01-13,3pc Tender Combo,3,0,1
30,0,0,1,1,3,0,3,2024-01-13,30pc Crew Pack,1,0,1
60,0,0,0,0,0,0,9,2024-01-13,20 Wings,3,0,1
20,0,0,0,0,0,0,4,2024-01-13,10 Wings,2,0,1
15,0,0,1,1,2,2,2,2024-01-13,15pc Meal for 2,1,0,1
10,0,1,0,0,1,1,2,2024-01-13,10pc Wing Combo,1,0,1
72,0,0,3,3,9,0,9,2024-01-13,24pc Family Pack,3,0,1
0,9,3,0,0,3,3,3,2024-01-13,3pc Tender Combo,3,0,1
10,0,1,0,0,1,1,2,2024-01-13,10pc Wing Combo,1,0,1
0,15,3,0,0,3,3,3,2024-01-13,5pc Tender Combo,3,0,1
72,0,0,3,3,9,0,9,2024-01-13,24pc Family Pack,3,0,1
0,9,3,0,0,3,3,3,2024-01-13,3pc Tender Combo,3,0,1
60,0,0,2,2,6,0,6,2024-01-13,30pc Crew Pack,2,0,1
30,0,0,2,2,4,4,4,2024-01-13,15pc Meal for 2,2,0,1
150,0,0,0,0,0,0,12,2024-01-13,50 Wings,3,0,1
0,72,0,6,6,12,0,12,2024-01-13,24pc Tender Pack,3,0,1
16,0,2,0,0,2,2,4,2024-01-13,8pc Wing Combo,2,0,1
30,0,0,0,0,0,0,4,2024-01-13,15 Wings,2,0,1
50,0,0,2,2,4,0,4,2024-01-13,50pc Party Pack,1,0,1
20,0,0,0,0,0,0,3,2024-01-13,20 Wings,1,0,1
20,0,0,0,0,0,0,4,2024-01-13,10 Wings,2,0,1
90,0,0,3,3,9,0,9,2024-01-13,30pc Crew Pack,3,0,1
18,0,3,0,0,3,3,6,2024-01-13,6pc Wing Combo,3,0,1
30,0,3,0,0,3,3,6,2024-01-13,10pc Wing Combo,3,0,1
0,9,3,0,0,3,3,3,2024-01-13,3pc Tender Combo,3,0,1
0,5,1,0,0,1,1,1,2024-01-13,5pc Tender Combo,1,0,1
20,0,2,0,0,2,2,4,2024-01-13,10pc Wing Combo,2,0,1
24,0,3,0,0,3,3,6,2024-01-13,8pc Wing Combo,3,0,1
15,0,0,0,0,0,0,2,2024-01-13,15 Wings,1,0,1
48,18,0,3,0,9,0,12,2024-01-13,Game Night Bundle,3,0,1
0,6,2,0,0,2,2,2,2024-01-13,3pc Tender Combo,2,0,1
8,0,1,0,0,1,1,2,2024-01-13,8pc Wing Combo,1,0,1
20,0,2,0,0,2,2,4,2024-01-13,10pc Wing Combo,2,0,1
12,0,2,0,0,2,2,4,2024-01-13,6pc Wing Combo,2,0,1
20,0,0,0,0,0,0,3,2024-01-13,20 Wings,1,0,1
8,0,1,0,0,1,1,2,2024-01-13,8pc Wing Combo,1,0,1
0,3,1,0,0,1,1,1,2024-01-13,3pc Tender Combo,1,0,1
10,0,1,0,0,1,1,2,2024-01-13,10pc Wing Combo,1,0,1
0,3,1,0,0,1,1,1,2024-01-13,3pc Tender Combo,1,0,1
0,5,1,0,0,1,1,1,2024-01-13,5pc Tender Combo,1,0,1
15,0,0,0,0,0,0,2,2024-01-13,15 Wings,1,0,1
30,0,3,0,0,3,3,6,2024-01-13,10pc Wing Combo,3,0,1
12,0,2,0,0,2,2,4,2024-01-13,6pc Wing Combo,2,0,1
8,0,1,0,0,1,1,2,2024-01-13,8pc Wing Combo,1,0,1
60,0,0,0,0,0,0,9,2024-01-13,20 Wings,3,0,1
45,0,0,0,0,0,0,6,2024-01-13,15 Wings,3,0,1
0,15,3,0,0,3,3,3,2024-01-13,5pc Tender Combo,3,0,1
0,10,2,0,0,2,2,2,2024-01-13,5pc Tender Combo,2,0,1
0,8,0,1,1,2,2,2,2024-01-13,8pc Tender Meal for 2,1,0,1
24,0,3,0,0,3,3,6,2024-01-13,8pc Wing Combo,3,0,1
40,0,0,0,0,0,0,6,2024-01-13,20 Wings,2,0,1
60,0,0,2,2,6,0,6,2024-01-13,30pc Crew Pack,2,0,1
48,0,0,2,2,6,0,6,2024-01-13,24pc Family Pack,2,0,1
8,0,1,0,0,1,1,2,2024-01-14,8pc Wing Combo,1,0,1
100,0,0,0,0,0,0,8,2024-01-14,50 Wings,2,0,1
30,0,0,1,1,3,0,3,2024-01-14,30pc Crew Pack,1,0,1
8,0,1,0,0,1,1,2,2024-01-14,8pc Wing Combo,1,0,1
0,6,2,0,0,2,2,2,2024-01-14,3pc Tender Combo,2,0,1
15,0,0,0,0,0,0,2,2024-01-14,15 Wings,1,0,1
0,16,0,1,1,3,0,3,2024-01-14,16pc Tender Pack,1,0,1
20,0,0,0,0,0,0,4,2024-01-14,10 Wings,2,0,1
0,10,2,0,0,2,2,2,2024-01-14,5pc Tender Combo,2,0,1
0,16,0,2,2,4,4,4,2024-01-14,8pc Tender Meal for 2,2,0,1
45,0,0,0,0,0,0,6,2024-01-14,15 Wings,3,0,1
30,0,3,0,0,3,3,6,2024-01-14,10pc Wing Combo,3,0,1
150,0,0,6,6,12,0,10,2024-01-14,75pc Pack,2,0,1
20,0,2,0,0,2,2,4,2024-01-14,10pc Wing Combo,2,0,1
32,12,0,2,0,6,0,8,2024-01-14,Game Night Bundle,2,0,1
90,0,0,0,0,0,0,9,2024-01-14,30 Wings,3,0,1
18,0,3,0,0,3,3,6,2024-01-14,6pc Wing Combo,3,0,1
0,8,0,1,1,2,2,2,2024-01-14,8pc Tender Meal for 2,1,0,1
30,0,0,0,0,0,0,3,2024-01-14,30 Wings,1,0,1
16,0,2,0,0,2,2,4,2024-01-14,8pc Wing Combo,2,0,1
0,9,3,0,0,3,3,3,2024-01-14,3pc Tender Combo,3,0,1
60,0,0,0,0,0,0,9,2024-01-14,20 Wings,3,0,1
18,0,3,0,0,3,3,6,2024-01-14,6pc Wing Combo,3,0,1
0,16,0,2,2,4,4,4,2024-01-14,8pc Tender Meal for 2,2,0,1
15,0,0,1,1,2,2,2,2024-01-14,15pc Meal for 2,1,0,1
60,0,0,0,0,0,0,6,2024-01-14,30 Wings,2,0,1
75,0,0,0,0,0,0,5,2024-01-14,75 Wings,1,0,1
30,0,0,0,0,0,0,3,2024-01-14,30 Wings,1,0,1
100,0,0,4,4,8,0,8,2024-01-14,50pc Party Pack,2,0,1
15,0,0,0,0,0,0,2,2024-01-14,15 Wings,1,0,1
15,0,0,0,0,0,0,2,2024-01-14,15 Wings,1,0,1
45,0,0,3,3,6,6,6,2024-01-14,15pc Meal for 2,3,0,1
15,0,0,0,0,0,0,2,2024-01-14,15 Wings,1,0,1
12,0,2,0,0,2,2,4,2024-01-14,6pc Wing Combo,2,0,1
0,10,2,0,0,2,2,2,2024-01-14,5pc Tender Combo,2,0,1
10,0,1,0,0,1,1,2,2024-01-14,10pc Wing Combo,1,0,1
24,0,3,0,0,3,3,6,2024-01-14,8pc Wing Combo,3,0,1
18,0,3,0,0,3,3,6,2024-01-14,6pc Wing Combo,3,0,1
0,8,0,1,1,2,2,2,2024-01-14,8pc Tender Meal for 2,1,0,1
15,0,0,1,1,2,2,2,2024-01-14,15pc Meal for 2,1,0,1
0,32,0,2,2,6,0,6,2024-01-14,16pc Tender Pack,2,0,1
6,0,1,0,0,1,1,2,2024-01-14,6pc Wing Combo,1,0,1
45,0,0,3,3,6,6,6,2024-01-14,15pc Meal for 2,3,0,1
0,3,1,0,0,1,1,1,2024-01-14,3pc Tender Combo,1,0,1
15,0,0,1,1,2,2,2,2024-01-15,15pc Meal for 2,1,0,0
30,0,3,0,0,3,3,6,2024-01-15,10pc Wing Combo,3,0,0
18,0,3,0,0,3,3,6,2024-01-15,6pc Wing Combo,3,0,0
6,0,1,0,0,1,1,2,2024-01-15,6pc Wing Combo,1,0,0
16,6,0,1,0,3,0,4,2024-01-15,Game Night Bundle,1,0,0
90,0,0,3,3,9,0,9,2024-01-15,30pc Crew Pack,3,0,0
24,0,0,1,1,3,0,3,2024-01-15,24pc Family Pack,1,0,0
0,16,0,2,2,4,4,4,2024-01-15,8pc Tender Meal for 2,2,0,0
20,0,2,0,0,2,2,4,2024-01-15,10pc Wing Combo,2,0,0
50,0,0,0,0,0,0,4,2024-01-15,50 Wings,1,0,0
30,0,0,0,0,0,0,6,2024-01-15,10 Wings,3,0,0
6,0,1,0,0,1,1,2,2024-01-15,6pc Wing Combo,1,0,0
30,0,0,1,1,3,0,3,2024-01-15,30pc Crew Pack,1,0,0
60,0,0,0,0,0,0,9,2024-01-15,20 Wings,3,0,0
150,0,0,0,0,0,0,12,2024-01-15,50 Wings,3,0,0
100,0,0,4,4,8,0,8,2024-01-15,50pc Party Pack,2,0,0
0,15,3,0,0,3,3,3,2024-01-15,5pc Tender Combo,3,0,0
16,0,2,0,0,2,2,4,2024-01-15,8pc Wing Combo,2,0,0
48,18,0,3,0,9,0,12,2024-01-15,Game Night Bundle,3,0,0
10,0,1,0,0,1,1,2,2024-01-15,10pc Wing Combo,1,0,0
60,0,0,0,0,0,0,6,2024-01-15,30 Wings,2,0,0
0,10,2,0,0,2,2,2,2024-01-15,5pc Tender Combo,2,0,0
0,10,2,0,0,2,2,2,2024-01-15,5pc Tender Combo,2,0,0
100,0,0,4,4,8,0,6,2024-01-15,100pc Pack,1,0,0
10,0,1,0,0,1,1,2,2024-01-15,10pc Wing Combo,1,0,0
8,0,1,0,0,1,1,2,2024-01-15,8pc Wing Combo,1,0,0
10,0,1,0,0,1,1,2,2024-01-15,10pc Wing Combo,1,0,0
8,0,1,0,0,1,1,2,2024-01-15,8pc Wing Combo,1,0,0
20,0,0,0,0,0,0,4,2024-01-15,10 Wings,2,0,0
15,0,0,1,1,2,2,2,2024-01-15,15pc Meal for 2,1,0,0
12,0,2,0,0,2,2,4,2024-01-15,6pc Wing Combo,2,0,0
75,0,0,0,0,0,0,5,2024-01-15,75 Wings,1,0,0
60,0,0,0,0,0,0,9,2024-01-15,20 Wings,3,0,0
60,0,0,0,0,0,0,6,2024-01-15,30 Wings,2,0,0
48,18,0,3,0,9,0,12,2024-01-15,Game Night Bundle,3,0,0
16,0,2,0,0,2,2,4,2024-01-15,8pc Wing Combo,2,0,0
72,0,0,3,3,9,0,9,2024-01-15,24pc Family Pack,3,0,0
0,24,0,2,2,4,0,4,2024-01-15,24pc Tender Pack,1,0,0
0,8,0,1,1,2,2,2,2024-01-15,8pc Tender Meal for 2,1,0,0
8,0,1,0,0,1,1,2,2024-01-15,8pc Wing Combo,1,0,0
20,0,0,0,0,0,0,4,2024-01-15,10 Wings,2,0,0
30,0,3,0,0,3,3,6,2024-01-15,10pc Wing Combo,3,0,0
10,0,1,0,0,1,1,2,2024-01-15,10pc Wing Combo,1,0,0
0,9,3,0,0,3,3,3,2024-01-15,3pc Tender Combo,3,0,0
0,9,3,0,0,3,3,3,2024-01-15,3pc Tender Combo,3,0,0
0,3,1,0,0,1,1,1,2024-01-15,3pc Tender Combo,1,0,0
6,0,1,0,0,1,1,2,2024-01-15,6pc Wing Combo,1,0,0
12,0,2,0,0,2,2,4,2024-01-16,6pc Wing Combo,2,0,0
0,16,0,2,2,4,4,4,2024-01-16,8pc Tender Meal for 2,2,0,0
24,0,3,0,0,3,3,6,2024-01-16,8pc Wing Combo,3,0,0
40,0,0,0,0,0,0,6,2024-01-16,20 Wings,2,0,0
150,0,0,0,0,0,0,10,2024-01-16,75 Wings,2,0,0
100,0,0,4,4,8,0,8,2024-01-16,50pc Party Pack,2,0,0
60,0,0,0,0,0,0,9,2024-01-16,20 Wings,3,0,0
6,0,1,0,0,1,1,2,2024-01-16,6pc Wing Combo,1,0,0
30,0,0,0,0,0,0,6,2024-01-16,10 Wings,3,0,0
30,0,3,0,0,3,3,6,2024-01-16,10pc Wing Combo,3,0,0
20,0,0,0,0,0,0,3,2024-01-16,20 Wings,1,0,0
18,0,3,0,0,3,3,6,2024-01-16,6pc Wing Combo,3,0,0
0,3,1,0,0,1,1,1,2024-01-16,3pc Tender Combo,1,0,0
0,72,0,6,6,12,0,12,2024-01-16,24pc Tender Pack,3,0,0
10,0,1,0,0,1,1,2,2024-01-16,10pc Wing Combo,1,0,0
16,0,2,0,0,2,2,4,2024-01-16,8pc Wing Combo,2,0,0
18,0,3,0,0,3,3,6,2024-01-16,6pc Wing Combo,3,0,0
45,0,0,3,3,6,6,6,2024-01-16,15pc Meal for 2,3,0,0
0,9,3,0,0,3,3,3,2024-01-16,3pc Tender Combo,3,0,0
24,0,3,0,0,3,3,6,2024-01-16,8pc Wing Combo,3,0,0
48,0,0,2,2,6,0,6,2024-01-16,24pc Family Pack,2,0,0
18,0,3,0,0,3,3,6,2024-01-16,6pc Wing Combo,3,0,0
20,0,0,0,0,0,0,4,2024-01-16,10 Wings,2,0,0
16,0,2,0,0,2,2,4,2024-01-16,8pc Wing Combo,2,0,0
20,0,2,0,0,2,2,4,2024-01-16,10pc Wing Combo,2,0,0
12,0,2,0,0,2,2,4,2024-01-16,6pc Wing Combo,2,0,0
30,0,0,1,1,3,0,3,2024-01-16,30pc Crew Pack,1,0,0
15,0,0,0,0,0,0,2,2024-01-16,15 Wings,1,0,0
72,0,0,3,3,9,0,9,2024-01-16,24pc Family Pack,3,0,0
8,0,1,0,0,1,1,2,2024-01-16,8pc Wing Combo,1,0,0
0,24,0,2,2,4,0,4,2024-01-16,24pc Tender Pack,1,0,0
30,0,0,0,0,0,0,6,2024-01-16,10 Wings,3,0,0
24,0,3,0,0,3,3,6,2024-01-16,8pc Wing Combo,3,0,0
0,72,0,6,6,12,0,12,2024-01-16,24pc Tender Pack,3,0,0
50,0,0,0,0,0,0,4,2024-01-16,50 Wings,1,0,0
8,0,1,0,0,1,1,2,2024-01-16,8pc Wing Combo,1,0,0
0,72,0,6,6,12,0,12,2024-01-16,24pc Tender Pack,3,0,0
0,16,0,2,2,4,4,4,2024-01-16,8pc Tender Meal for 2,2,0,0
150,0,0,6,6,12,0,12,2024-01-16,50pc Party Pack,3,0,0
20,0,2,0,0,2,2,4,2024-01-17,10pc Wing Combo,2,0,0
50,0,0,0,0,0,0,4,2024-01-17,50 Wings,1,0,0
8,0,1,0,0,1,1,2,2024-01-17,8pc Wing Combo,1,0,0
60,0,0,2,2,6,0,6,2024-01-17,30pc Crew Pack,2,0,0
90,0,0,0,0,0,0,9,2024-01-17,30 Wings,3,0,0
30,0,0,1,1,3,0,3,2024-01-17,30pc Crew Pack,1,0,0
0,5,1,0,0,1,1,1,2024-01-17,5pc Tender Combo,1,0,0
24,0,0,1,1,3,0,3,2024-01-17,24pc Family Pack,1,0,0
20,0,2,0,0,2,2,4,2024-01-17,10pc Wing Combo,2,0,0
32,12,0,2,0,6,0,8,2024-01-17,Game Night Bundle,2,0,0
48,0,0,2,2,6,0,6,2024-01-17,24pc Family Pack,2,0,0
40,0,0,0,0,0,0,6,2024-01-17,20 Wings,2,0,0
30,0,3,0,0,3,3,6,2024-01-17,10pc Wing Combo,3,0,0
30,0,3,0,0,3,3,6,2024-01-17,10pc Wing Combo,3,0,0
12,0,2,0,0,2,2,4,2024-01-17,6pc Wing Combo,2,0,0
